ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_RU,Comment_RU
9615,istriot,G-6,Decimal,G-6-1,,,Десятичная,Других данных нет.
9616,istriot,H-1,No case,H-1-6,,,Категория падежа отсутствует,
9617,istriot,H-2,,,,,"Глагольное согласование, субъектная и объектная форма личных местоимений, местоименные клитики, предлоги и порядок слов",
9618,istriot,H-5,,,,,Притяжательные местоимения и местоименные клитики,Артикль перед посессивами может опускаться.
9619,istriot,H-6,"Demonstrative pronouns, adverbs, and prepositions",H-6-40,,,"Указательные местоимения, наречия и предлоги",Других данных нет.
9620,istriot,I-5,Past,I-5-1,,,Прошедшее,
9621,istriot,I-5,Present,I-5-2,,,Настоящее,
9622,istriot,I-5,Future,I-5-3,,,Будущее,
9623,istriot,I-6,Syncretic,I-6-2,,,Синкретическое,
9624,istriot,I-7,Auxiliary verb + participle and affixes,I-7-7,,,Вспомогательный глагол + причастие и аффиксы,
9625,istriot,I-8,"Person, number, tense, aspect, and modality (mood)",I-8-17,,,"Лицо, число, время, вид и модальность (наклонение)",
9626,istriot,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,Формы 3-го лица единственного и множественного числа совпадают. В некоторых говорах совпадают формы 1-го и 2-го лица единственного числа.
9627,istriot,J-1,Pronouns-nouns and pronouns-adjectives,J-1-11,,,Местоимения-существительные и местоимения-прилагательные,Других данных нет.
9628,istriot,J-2,Demonstrative pronouns and articles,J-2-12,,,Указательные местоимения и артикли,
9629,istriot,J-3,Prepositions,J-3-3,,,Предлоги,
9630,istriot,J-4,Adverbs,J-4-3,,,Наречия,
9631,istriot,J-5,Absent,J-5-1,,,Отсутствует,
9632,istriot,J-6,Articles,J-6-1,,,Артикли,
9633,istriot,J-8,Negative particles,J-8-3,,,Отрицательные частицы,
9634,istriot,J-9,Preposition,J-9-3,,,Препозиция,
9635,istriot,K-1,Pronominal inflection type,K-1-3,,,Собственный тип склонения,Структура личных местоимений аналогична итальянской (с фонетическими отличиями).
9636,istriot,K-2,Definite and indefinite,K-2-4,,,Определенный и неопределенный,Структура артиклей аналогична итальянской (с фонетическими отличиями).
9637,istriot,K-3,Same,K-3-1,,,Совпадают,Структура числительных и артиклей аналогична итальянской (с фонетическими отличиями).
9638,istriot,K-4,Preposition,K-4-1,,,Препозиция,
9639,istriot,K-5,Single article preceding the phrase,K-5-1,,,Единый артикль для всей именной группы,
9640,istriot,K-6,"Definiteness, gender and number",K-6-9,,,"Определенность, род и число",
9641,istriot,K-7,Four types of conjugation,K-7-4,,,Четыре типа спряжения,
9642,istriot,K-8,Subject,K-8-2,,,Субъектное,
9643,istriot,K-9,Gender and number,K-9-6,,,Род и число,
9644,istriot,K-10,Past,K-10-4,,,Прошедшее,
9645,istriot,K-12,Gender and number,K-12-7,,,Род и число,
9646,istriot,K-13,Gender and number,K-13-5,,,Рода и числа,
9647,istriot,K-14,Always present,K-14-1,,,Всегда присутствует,
9648,istriot,K-15,In number,K-15-2,,,По числу,
9649,istriot,K-15,In gender,K-15-4,,,По роду,
9650,istriot,K-16,Number,K-16-4,,,Число,
9651,istriot,K-17,Number and gender / agreement class,K-17-7,,,Числа и рода / согласовательного класса,
9652,istriot,K-18,Internal and external flection and affixes,K-18-13,,,Внутренняя и внешняя флексия и аффиксы,
9653,istriot,M-1,Accusative,M-1-3,,,Аккузативная,
9654,istriot,M-3,SVO,M-3-1,,,SVO,В синтаксисе простого и сложного предложения отмечается влияние славянского адстрата.
9655,istriot,M-5,Impossible,M-5-2,,,Невозможно,
9656,istriot,N-4,Subordination,N-4-2,,,Подчинение,Других  данных нет.
9657,istro_romanian,A-1,Three,A-1-2,,,Три,
9658,istro_romanian,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
9659,istro_romanian,A-3,Mid,A-3-2,,,В среднем,
9660,istro_romanian,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
9661,istro_romanian,A-5,Absent,A-5-2,,,Отсутствуют,
9662,istro_romanian,A-7,Absent,A-7-2,,,Отсутствует,
9663,istro_romanian,A-9,Absent,A-9-2,,,Отсутствует,
9664,istro_romanian,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
9665,istro_romanian,A-15,Opposition by presence and absence of voice,A-15-1,,,Противопоставление по звонкости/глухости,
9666,istro_romanian,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
9667,istro_romanian,A-17,"Labial, coronal, palatal and velar/uvular",A-17-3,,,"Губные, переднеязычные, палатальные и велярные/увулярные",
9668,istro_romanian,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,
9669,istro_romanian,A-19,"Dental, alveolar and prepalatal",A-19-29,,,"Дентальные, альвеолярные и препалатальные",
9670,istro_romanian,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,Фонемы /k/ и /g/ определяются как постпалатальные.
9671,istro_romanian,A-22,By palatalization,A-22-3,,,По палатализации,
9672,istro_romanian,A-23,"Nasal, liquid and vibrant",A-23-2,,,"Назальные, плавные и вибранты",
9673,istro_romanian,A-24,"Labial, coronal and dorsal",A-24-14,,,"Лабиальные, переднеязычные и среднеязычные",
9674,istro_romanian,A-25,Absent,A-25-1,,,Отсутствуют,
9675,istro_romanian,B-2,Syllable,B-2-1,,,Слог,
9676,istro_romanian,B-3,Phonological and non-phonological,B-3-3,,,Фонологическая и нефонологическая,
9677,istro_romanian,B-4,Dynamic,B-4-1,,,Динамическое,
9678,istro_romanian,B-5,Fixed,B-5-2,,,Связанное,
9679,istro_romanian,B-9,,,,,Неприменимо,
9680,istro_romanian,B-19,,,,,"Назализация, йотирование, лабиализация/делабиализация",
9681,istro_romanian,C-1,Most syllables have a non-null onset,C-1-2,,,Большинство слогов прикрытые,
9682,istro_romanian,C-2,Most syllables have a non-null coda,C-2-2,,,Большинство слогов закрытые,
9683,istro_romanian,D-1,Limited set of vowels,D-1-11,,,Ограниченный набор гласных,
9684,istro_romanian,D-2,Limited set of consonants possible,D-2-5,,,Ограниченный набор согласных,
9685,istro_romanian,D-4,Differences in syllable structure and accentual differences,D-4-6,,,Различия в структуре слога и акцентные различия,
9686,istro_romanian,D-5,Differences in phonetic structure,D-5-2,,,Различия в фонетическом составе,
9687,istro_romanian,D-7,Accompanying,D-7-2,,,Сопутствующие,Других данных нет.
9688,istro_romanian,D-8,"Vowel, consonant, and phoneme complex alternations",D-8-11,,,"Вокалические, консонантные и чередования комплексов",
9689,istro_romanian,E-1,Fusional,E-1-3,,,Флективный,
9690,istro_romanian,E-2,Phonetically unconditioned stem alternations and cumulative affixes,E-2-7,,,Фонетически необусловленные изменения в основе и кумулятивность аффиксов,
9691,istro_romanian,E-4,Synthetic with elements of analytism,E-4-6,,,Синтетический с элементами аналитизма,
9692,istro_romanian,F-1,Two,F-1-2,,,Два,Третий класс (обоюдный род) сохранился в южных говорах. В жеянском говоре развивается категория среднего рода.
9693,istro_romanian,F-2,Articles,F-2-1,,,Артикли,
9694,istro_romanian,F-3,"Adjectives, numerals, pronouns, and articles",F-3-20,,,"В прилагательном, числительном, местоимении и артикле",
9695,istro_romanian,F-5,In singular and in plural,F-5-2,,,В единственном и множественном числе,
9696,istro_romanian,F-6,"For ""one"", ""two""",F-6-4,,,"Для числительных ""один"" и ""два""",
9697,istro_romanian,F-7,Person/non-person,F-7-2,,,Личность/неличность,
9698,istro_romanian,F-8,Lexical and morphological,F-8-4,,,Лексическое и морфологическое,Имена лиц имеют формы вокатива.
9699,istro_romanian,F-9,Lexical and syntactic,F-9-4,,,Лексический и синтаксический,
9700,istro_romanian,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
9701,istro_romanian,G-4,Predicative and attributive,G-4-4,,,Предикативное и атрибутивное,
9702,istro_romanian,G-5,Singular and plural,G-5-3,,,Единственное и множественное,
